gene_name	symbol	chrom	strand	len	reads	RPKM
NM_146454	Olfr1231	chr2	-	942	0	0.0
NM_146457	Olfr282	chr15	+	928	0	0.0
NM_146456	Olfr92	chr17	-	939	0	0.0
NM_146451	Olfr164	chr16	-	948	0	0.0
NM_146450	Olfr1314	chr2	-	939	0	0.0
NM_146453	Olfr693	chr7	-	952	0	0.0
NM_146452	Olfr694	chr7	-	948	0	0.0
NM_001037913	Ccdc107	chr4	+	814	297	11.9806855269
NM_029736	Slc10a7	chr8	+	3630	915	8.27683110931
NM_001163136	Macc1	chr12	+	3816	0	0.0
NM_001163131	Elf3	chr1	-	2000	0	0.0
NR_026798	Zfp389	chr13	-	934	0	0.0
NM_001163138	Card6	chr15	-	4531	1047	7.58756184351
NM_001099920	Gm15093	chrX	+	2023	0	0.0
NR_035495	Mir1969	chr8	+	94	0	0.0
NM_008939	Prss12	chr3	+	2607	4	0.0503812089382
NM_008938	Prph2	chr17	+	2632	0	0.0
NM_008937	Prox1	chr1	-	4135	0	0.0
NM_008936	Prop1	chr11	-	1000	0	0.0
NM_008935	Prom1	chr5	-	3719	1	0.00882924251827
NM_008934	Proc	chr18	-	1581	0	0.0
NM_008933	Prm2	chr16	-	612	0	0.0
NM_008930	Prl7a1	chr13	-	956	0	0.0
NR_035494	Mir1968	chr8	-	68	0	0.0
NM_001137547	Usp51	chrX	+	2247	31	0.453010476497
NM_183287	2610318N02Rik	chr16	-	1266	131	3.39771708786
NM_026418	Rgs10	chr7	-	875	93	3.48999271093
NM_026419	Cela3b	chr4	-	897	0	0.0
NM_026410	Cdca5	chr19	+	1906	336	5.78849957133
NM_026411	1700021F05Rik	chr10	-	898	129	4.71696873874
NM_026412	D2Ertd750e	chr2	+	3118	516	5.43404480742
NM_026414	Asprv1	chr6	+	1531	3	0.0643421677181
NM_026415	2310002J15Rik	chr2	-	781	0	0.0
NM_026416	S100a16	chr3	+	1061	0	0.0
NM_026417	Yipf4	chr17	+	2133	1118	17.2107807645
NM_001083902	Slc12a8	chr16	+	3050	35	0.376806017177
NM_001081354	Mamld1	chrX	+	3457	0	0.0
NM_001198811	Frem1	chr4	-	9524	0	0.0
NR_035493	Mir1967	chr8	+	82	0	0.0
NM_011158	Prkar2b	chr12	-	3358	65	0.635597659367
NR_035492	Mir1966	chr8	+	108	3	0.912109803485
NM_145533	Smox	chr2	+	2172	122	1.8443767297
NM_145532	Mall	chr2	-	1967	4	0.0667736714295
NM_145531	Spg11	chr2	-	7665	1738	7.44538632543
NM_145530	Rhov	chr2	-	1657	2	0.0396330149975
NM_145537	Edem2	chr2	-	2294	1099	15.7309120598
NM_145536	BC020535	chr2	+	2158	0	0.0
NM_145535	Sdcbp2	chr2	+	1383	1713	40.6709959229
NM_145534	Btbd3	chr2	+	4940	0	0.0
NM_028540	1700057K13Rik	chr1	-	898	0	0.0
NM_145539	Tm4sf4	chr3	+	1398	0	0.0
NM_028543	Zfp763	chr17	-	3385	290	2.81312447515
NM_028544	Rasip1	chr7	+	3152	1	0.0104174977555
NM_028545	1700055N04Rik	chr19	+	1999	1	0.0164261895575
NM_028546	1700066M21Rik	chr1	+	3007	375	4.09493925742
NM_028547	Kif2b	chr11	-	2270	0	0.0
NM_054068	Vsx1	chr2	-	3566	0	0.0
NM_054064	Psg29	chr7	+	5441	37	0.223291721787
NM_054066	Plcz1	chr6	-	2182	0	0.0
NM_054060	Psg25	chr7	-	3067	2	0.0214124244705
NR_004448	4930448K20Rik	chr4	-	1433	0	0.0
NM_054063	Psg28	chr7	-	1963	4	0.0669097359663
NM_001081357	Map4k3	chr17	-	4231	219	1.69961562058
NM_180588	Reep4	chr14	+	1670	794	15.611824325
NM_001002897	Atg9b	chr5	-	3902	10	0.0841515964261
NM_001002894	Nlrp14	chr7	+	3282	0	0.0
NM_001002895	AI413582	chr17	-	637	675	34.7947695835
NM_146227	Prss50	chr9	+	1455	6	0.135405991445
NM_175228	4930578C19Rik	chrX	-	1799	0	0.0
NM_175229	Srrm2	chr17	+	8600	29579	112.936587393
NM_175223	Dnali1	chr4	-	2086	0	0.0
NM_175224	Metap1	chr3	-	2549	961	12.3795020641
NM_175225	Tasp1	chr2	-	2480	239	3.16443256016
NM_175226	Rnf139	chr15	+	4348	1981	14.9604468136
NR_040688	1700025M24Rik	chr5	-	655	0	0.0
NR_040689	1700025M24Rik	chr5	-	575	0	0.0
NM_145399	Scgn	chr13	-	1411	0	0.0
NM_145398	Casd1	chr6	+	3760	1163	10.1564396948
NR_040684	4933426D04Rik	chr5	+	990	0	0.0
NR_040685	4933438B17Rik	chr5	+	1163	0	0.0
NR_040686	8430423G03Rik	chr5	+	639	0	0.0
NR_040687	1700025M24Rik	chr5	-	747	0	0.0
NR_040680	LOC100503496	chr11	+	1776	11	0.203375834561
NR_040681	1700027F09Rik	chr5	-	766	8	0.342934234208
NM_145391	Tapbpl	chr6	-	2073	5121	81.1157332037
NR_040683	4933402J10Rik	chr5	-	951	0	0.0
NM_146843	Olfr1097	chr2	-	1223	0	0.0
NM_146840	Olfr545	chr7	-	951	0	0.0
NM_146841	Olfr617	chr7	+	957	0	0.0
NM_146846	Olfr1087	chr2	-	942	0	0.0
NM_146847	Olfr1090	chr2	-	942	0	0.0
NM_146844	Olfr1107	chr2	-	1108	0	0.0
NM_013745	Nufip1	chr14	+	3974	401	3.31334099726
NM_146848	Olfr1161	chr2	+	1012	0	0.0
NM_146849	Olfr1157	chr2	-	1112	0	0.0
NR_029437	4933406I18Rik	chr7	-	904	9	0.326906610984
NM_009208	Slc4a3	chr1	+	4441	1	0.00739381961843
NM_013743	Pdk4	chr6	-	3453	37	0.351847743482
NR_038100	Olfr230-ps1	chr1	-	956	0	0.0
NR_038101	Gm14327	chr2	+	1101	2	0.0596475075848
NM_001204931	Reep6	chr10	+	1935	0	0.0
NM_001202446	Mapk8ip1	chr2	-	3151	372	3.8765390315
NM_001202445	Mapk8ip1	chr2	-	3226	372	3.78641490647
NM_001145937	Odz3	chr8	-	10930	0	0.0
NM_001145936	Zfp691	chr4	-	1583	131	2.71731511891
NM_001145935	Zfp691	chr4	-	1719	143	2.73155396646
NM_001145931	Yeats2	chr16	+	2347	170	2.37840306661
NM_001145930	Yeats2	chr16	+	6116	1006	5.40107400965
NM_001113736	Gm13040	chr4	+	2104	0	0.0
NM_001113734	Mageb16	chrX	-	1725	0	0.0
NM_001113735	Gm13057	chr4	+	2104	0	0.0
NM_001136085	Uba1	chrX	+	3539	11328	105.104739966
NM_001136084	Tph1	chr7	-	1732	0	0.0
NM_001136087	Slc6a18	chr13	-	4200	59	0.461266957762
NM_001136086	Dpysl3	chr18	-	1986	14	0.231471974298
NM_001136081	Ssrp1	chr2	+	2721	5956	71.8746547681
NM_001136080	Sgca	chr11	-	1465	0	0.0
NM_001136083	Tnnt2	chr1	+	1117	0	0.0
NM_001136082	Timeless	chr10	+	4456	690	5.08456183092
NM_001136089	Anxa10	chr8	-	1264	0	0.0
NM_001136088	Sh3bp2	chr5	+	2936	1073	12.0003329322
NM_146865	Olfr992	chr2	-	930	0	0.0
NM_001130444	Hras1	chr7	-	2272	545	7.87658201777
NR_045412	C030018K13Rik	chr5	+	739	0	0.0
NR_045413	C030018K13Rik	chr5	+	616	3	0.159915355156
NR_045411	C030018K13Rik	chr5	+	872	0	0.0
NR_045416	4930513D17Rik	chr5	-	1202	0	0.0
NR_045415	Gm10549	chr18	+	2712	0	0.0
NR_045419	A530050N04Rik	chr18	-	1808	0	0.0
NM_134469	Fdps	chr3	-	1245	320	8.43976300092
NM_134227	Vmn1r87	chr7	-	888	0	0.0
NM_146593	Olfr1111	chr2	-	940	0	0.0
NM_001168525	Sgms1	chr19	-	4039	456	3.70715388314
NM_001038589	Usp14	chr18	-	4080	1099	8.84478241791
NM_001168526	Sgms1	chr19	-	3263	475	4.77998088863
NM_001114179	Mcart6	chrX	-	2573	1583	20.2018319009
NM_001097644	Ccnyl1	chr1	+	2925	715	8.02656627067
NM_001114174	Fam189a2	chr19	-	2548	0	0.0
NM_153518	Ccdc65	chr15	+	1877	0	0.0
NM_153519	Txndc2	chr17	-	1727	0	0.0
NM_153516	Bcl2l13	chr6	+	6933	1786	8.4588218556
NM_153514	Rhobtb2	chr14	-	5231	791	4.96525306137
NM_153515	Ammecr1l	chr18	+	4781	1363	9.36109680766
NM_153512	Kcng3	chr17	-	3356	2	0.0195685059151
NM_153513	BC028528	chr3	-	447	0	0.0
NM_153510	Pilra	chr5	-	2588	13	0.164941030924
NM_153511	Il1f9	chr2	+	1647	29	0.578167962865
NM_130904	Cd209d	chr8	-	863	0	0.0
NM_130905	Cd209e	chr8	-	1771	0	0.0
NM_130903	Cd209c	chr8	-	1550	97	2.05489511856
NM_001168589	Vrtn	chr12	+	3098	0	0.0
NM_001168588	Vrtn	chr12	+	3440	0	0.0
NM_001111288	Sco2	chr15	-	1145	154	4.41636397425
NM_001111289	Caprin1	chr2	-	6116	8678	46.5909744093
NM_027702	4933421I07Rik	chr7	-	1373	0	0.0
NM_001111286	Omt2a	chr9	-	1231	0	0.0
NM_183282	Actl9	chr17	+	1369	0	0.0
NM_027704	Zdhhc11	chr13	+	1301	0	0.0
NM_011849	Nek4	chr14	+	2714	108	1.30666282828
NM_011848	Nek3	chr8	-	2044	157	2.52213532744
NM_011845	Mid2	chrX	+	5916	15	0.0832554587359
NM_011844	Mgll	chr6	+	3676	0	0.0
NM_011847	Dnajb6	chr5	+	1645	2875	57.3880636235
NM_011846	Mmp17	chr5	+	3489	30	0.282338374252
NM_011841	Mapk7	chr11	-	2926	640	7.18216331931
NM_011840	Map2k5	chr9	-	2258	702	10.2085203515
NM_011843	Esyt1	chr10	-	3685	21485	191.44652608
NM_011842	Mta2	chr19	+	3087	8202	87.2434356639
NM_001098231	Pdp1	chr4	-	4149	559	4.42402932883
NM_001098230	Pdp1	chr4	-	4233	559	4.33623852713
NM_001098233	Purg	chr8	+	1797	51	0.931905174846
NM_001098237	Zbtb3	chr19	+	2037	82	1.32182039268
NM_031195	Msr1	chr8	-	3643	0	0.0
NM_031194	Slc22a8	chr19	+	3479	1	0.00943833082077
NM_031197	Slc2a2	chr3	+	2570	1	0.0127766353796
NM_031196	Slc19a1	chr10	+	2348	171	2.39137476587
NM_013560	Hspb1	chr5	+	903	1	0.0363631815343
NM_031190	Pgk2	chr17	-	1592	0	0.0
NM_013562	Ifrd1	chr12	-	1816	370	6.69014459384
NM_013563	Il2rg	chrX	-	1612	11561	235.494076781
NM_028805	Katnb1	chr8	+	3425	940	9.01191116786
NM_013568	Kcna6	chr6	-	5839	0	0.0
NM_013569	Kcnh2	chr5	-	4221	138	1.07352795634
NM_028804	Ccdc3	chr2	+	2658	0	0.0
NM_199465	Nexn	chr3	-	2564	1	0.0128065339023
NM_001081746	Gm7609	chr1	+	1611	1159	23.6231343517
NM_001252679	Smr2	chr5	+	813	0	0.0
NM_139198	Plac8	chr5	-	696	892	42.0828592091
NM_139197	Gbgt1	chr2	+	1335	0	0.0
NM_001164402	Ptpro	chr6	+	4167	1	0.00787999830225
NM_001161845	Sgk1	chr10	+	3105	1095	11.5798288095
NM_001161844	Cblc	chr7	-	1530	0	0.0
NM_001161847	Sgk1	chr10	+	2606	1082	13.6333465331
NM_001161840	Ptprr	chr10	+	2700	2	0.0243229280929
NM_001161843	Il18r1	chr1	+	1793	643	11.7755257842
NM_001161842	Il18r1	chr1	+	1919	662	11.3274626559
NM_001161849	Sgk1	chr10	+	2480	1075	14.2333263689
NM_001161848	Sgk1	chr10	+	2399	1074	14.7002140233
NM_010039	Defa4	chr8	+	172	0	0.0
NM_001177536	Prdm11	chr2	-	1870	150	2.63389996728
NM_001177537	Gm11562	chr11	-	807	0	0.0
NM_001177534	Gm15881	chr8	-	951	0	0.0
NM_001177535	Gm4340	chr10	+	1258	0	0.0
NM_001177533	Apol11a	chr15	+	1132	0	0.0
NM_001197046	Fgfr1op	chr17	+	3154	626	6.51721830417
NR_037154	Chkb	chr15	-	1787	1298	23.8506250124
NR_037153	Chkb	chr15	-	1922	1350	23.0637546563
NM_001177538	Gm10394	chr14	+	2334	0	0.0
NM_001177539	Gm10391	chr14	+	2334	0	0.0
NM_008487	Arhgef2	chr3	+	4300	4661	35.5926457176
NM_008486	Anpep	chr7	-	3423	1	0.00959274114095
NM_008485	Lamc2	chr1	-	5164	25	0.158965689995
NM_008484	Lamb3	chr1	+	4055	364	2.94754299997
NM_008483	Lamb2	chr9	+	5624	1	0.0058385407051
NM_008482	Lamb1	chr12	+	5778	0	0.0
NM_008481	Lama2	chr10	-	9712	0	0.0
NM_008480	Lama1	chr17	+	9518	0	0.0
NM_008489	Lbp	chr2	+	2525	5	0.0650216889613
NM_008488	Arhgef1	chr7	+	3262	21010	211.490916911
NR_033388	Gm3002	chr14	+	5215	742	4.67196108738
NM_010219	Fkbp4	chr6	-	2167	2287	34.6542798064
NM_010218	Fjx1	chr2	-	2427	0	0.0
NM_001177398	Anks1b	chr10	+	4720	0	0.0
NM_001177399	Etohi1	chr2	+	3345	389	3.81859063916
NM_001177392	Gm13547	chr2	+	629	17	0.887458187175
NM_001177396	Anks1b	chr10	+	4897	0	0.0
NM_001177397	Anks1b	chr10	+	7238	0	0.0
NM_001177394	Gm13476	chr2	+	1302	16	0.403514014445
NM_001177395	Gm13476	chr2	+	1220	16	0.430635448203
NM_019519	Rabggta	chr14	-	2547	734	9.4627363358
NM_019518	Grasp	chr15	+	2014	105	1.71190419919
NM_001033348	Ralgapa2	chr2	-	9610	3484	11.9043142552
NM_019511	Ramp3	chr11	+	1221	1	0.0268926723386
NM_019510	Trpc3	chr3	-	3694	0	0.0
NM_019517	Bace2	chr16	+	3736	3	0.0263671998866
NM_019516	Lgals12	chr19	-	2755	3	0.035756028594
NM_019515	Nmu	chr5	-	817	0	0.0
NM_019514	Astn2	chr4	-	4675	5	0.0351186662304
NM_016868	Hif3a	chr7	-	6947	8	0.0378131025484
NM_016869	Corin	chr5	-	4863	0	0.0
NM_016862	Vti1a	chr19	+	3405	897	8.65017614512
NM_016863	Fkbp1b	chr12	-	980	0	0.0
NM_016860	Actr1a	chr19	-	2742	3530	42.2723974569
NM_016861	Pdlim1	chr19	-	1505	210	4.58176087332
NM_016866	Stk39	chr2	-	3247	5806	58.7143648553
NM_016867	Gipc2	chr3	-	1264	26	0.675423082327
NM_016864	Atoh7	chr10	+	450	0	0.0
NM_016865	Htatip2	chr7	+	1409	761	17.734677201
NM_177635	H2-M11	chr17	+	1008	0	0.0
NM_177634	H2-M10.4	chr17	-	996	3	0.098903472667
NM_177637	H2-M10.5	chr17	+	1384	1	0.0237253995126
NM_177636	H2-M1	chr17	-	1035	0	0.0
NM_177631	BC048502	chr15	-	723	0	0.0
NM_177630	Ldoc1l	chr15	-	4426	248	1.83988168222
NM_177633	Ubxn7	chr16	+	10318	2797	8.90115917159
NM_177632	Fam43a	chr16	+	3075	11	0.117461945424
NM_177639	Dlgap1	chr17	+	6323	0	0.0
NM_177638	Crb3	chr17	+	1156	35	0.994168124906
NM_011078	Phf2	chr13	-	5260	3662	22.8603155158
NM_011079	Phkg1	chr5	-	2360	63	0.876552980637
NM_011074	Cdk14	chr5	-	4911	544	3.63729553888
NM_011075	Abcb1b	chr5	+	4344	1060	8.01245628476
NM_011076	Abcb1a	chr5	+	4977	5641	37.2167189979
NM_011077	Phex	chrX	-	6265	26	0.136270514934
NM_011070	Pfdn2	chr1	+	622	525	27.7152335786
NM_011072	Pfn1	chr11	-	870	36988	1396.0186515
NM_011073	Prf1	chr10	+	2054	14598	233.36866641
NR_038189	1700125H03Rik	chr8	+	483	0	0.0
NM_007451	Slc25a5	chrX	+	1238	5543	147.019133333
NM_181345	Npm2	chr14	-	997	3	0.0988042715911
NM_007453	Prdx6	chr1	-	2334	1486	20.9058380665
NM_007452	Prdx3	chr19	-	1445	917	20.837763898
NM_007455	Ap1g2	chr14	-	2673	2091	25.686486183
NM_007454	Ap1b1	chr11	+	4088	3972	31.9042086644
NM_007457	Ap1s1	chr5	-	1277	995	25.5847871267
NM_144933	Med17	chr9	-	3900	1416	11.9219767545
NM_007459	Ap2a2	chr7	+	4639	1742	12.3302931658
NM_007458	Ap2a1	chr7	-	3443	2303	21.9637524215
NM_181348	Prune2	chr19	+	12512	6	0.0157461411088
NM_144939	Frs3	chr17	+	2135	7	0.107658862051
NR_038186	0610007N19Rik	chr15	-	1483	0	0.0
NM_001083334	Bin1	chr18	+	2122	4037	62.4687756645
NM_001146117	AI316807	chr8	-	1400	459	10.7655017091
NM_001083331	Nup88	chr11	-	2450	1938	25.9739088855
NM_001146119	Fam49a	chr12	+	4775	2228	15.3211524854
NM_001164062	Stat5a	chr11	+	3606	1312	11.9469690067
NM_194063	Rhox3a	chrX	+	1048	0	0.0
NM_194061	D630045J12Rik	chr6	-	10970	31	0.0927907512023
NM_194060	Foxo6	chr4	-	2528	0	0.0
NM_194067	Ifi27l1	chr12	+	918	2495	89.2436846939
NM_194066	Ifi27l1	chr12	+	1023	2666	85.5724833815
NM_194065	Wbscr28	chr5	-	846	0	0.0
NM_194064	Nanos2	chr7	+	1439	0	0.0
NM_194069	Ifi27l1	chr12	+	768	2068	88.4176440753
NM_194068	Ifi27l1	chr12	+	888	2421	89.5223446312
NM_010855	Myh4	chr11	+	6016	0	0.0
NM_010856	Myh6	chr14	-	6015	0	0.0
NM_010851	Myd88	chr9	-	1905	1717	29.5954494347
NM_010850	Mycs	chrX	-	2362	0	0.0
NM_010852	Myef2	chr2	-	2999	1378	15.0876769361
NM_010859	Myl3	chr9	+	898	1	0.0365656491375
NM_010858	Myl4	chr11	+	883	73	2.71463710482
NR_002702	Npm3-ps1	chr6	+	986	195	6.4939257814
NM_008300	Hspa4	chr11	-	4640	4259	30.1397248943
NM_008301	Hspa2	chr12	+	2567	154	1.96990134418
NM_008302	Hsp90ab1	chr17	-	2507	27342	358.117520897
NM_008303	Hspe1	chr1	+	768	925	39.5485110105
NM_008304	Sdc2	chr15	+	3313	0	0.0
NM_008305	Hspg2	chr4	+	14177	0	0.0
NM_008306	Ndst1	chr18	-	6072	1638	8.85792010736
NM_008308	Htr1a	chr13	+	4441	0	0.0
NM_008309	Htr1d	chr4	+	2908	2	0.0225831863311
NM_001170955	Gm15299	chr8	+	282	0	0.0
NM_001243067	Zfp433	chr10	+	2384	384	5.28901255175
NM_001243064	Cav1	chr6	+	2622	0	0.0
NM_001243065	Cct3	chr3	+	1977	2780	46.1729636483
NM_001243062	Nr1i3	chr1	+	1308	0	0.0
NM_001243063	Nr1i3	chr1	+	1411	0	0.0
NM_001170953	Rnmt	chr18	+	4843	883	5.98681528664
NM_001170959	Pde6c	chr19	+	2888	0	0.0
NM_001127324	Ercc1	chr7	+	1240	322	8.52675551774
NM_001128510	Gm9513	chr9	+	300	0	0.0
NM_025745	Erlec1	chr11	-	3501	1093	10.2512700793
NM_025744	4933404M02Rik	chr2	+	1749	0	0.0
NM_025747	4933411K20Rik	chr8	+	4523	1417	10.2870982302
NM_025746	4933415F23Rik	chr1	-	1780	0	0.0
NM_001171026	Os9	chr10	-	4049	8228	66.7261597112
NM_025740	Ccdc104	chr11	-	1523	713	15.3723141404
NM_001171024	Nup62-il4i1	chr7	+	2300	50	0.713825063597
NM_025749	Zfp474	chr18	+	1930	0	0.0
NM_025748	Adat2	chr10	+	1453	135	3.05082838605
NM_024290	Tnfrsf23	chr7	-	3283	17	0.170030825383
NM_024291	Ky	chr9	+	5449	0	0.0
NM_001081228	Ttc30a2	chr2	-	2008	23	0.376109022553
NM_001081229	Tsc22d2	chr3	+	8829	942	3.5033942299
NM_023743	Eif4enif1	chr11	+	3694	4297	38.1960177912
NM_001081225	Fam178a	chr19	+	6880	2293	10.9437267526
NM_023741	Prl8a8	chr13	-	892	0	0.0
NM_023740	Zdhhc16	chr19	+	1838	672	12.0053103188
NM_001081220	Gpr179	chr11	-	9276	7	0.0247791796548
NM_023746	Prl5a1	chr13	+	1045	0	0.0
NM_001081222	Esco1	chr18	-	4540	2931	21.1987176265
NM_001081223	Rbbp8	chr18	+	3618	1154	10.4733802311
NM_146396	Olfr1277	chr2	-	912	0	0.0
NM_146397	Olfr190	chr16	-	924	0	0.0
NR_029768	Mir339	chr5	-	96	0	0.0
NR_029769	Mir340	chr11	+	98	0	0.0
NM_146392	Olfr720	chr14	-	951	0	0.0
NM_146393	Olfr1279	chr2	+	942	0	0.0
NM_146390	Olfr1323	chrX	-	930	0	0.0
NM_146391	Olfr1058	chr2	-	951	0	0.0
NR_029762	Mir329	chr12	+	97	0	0.0
NR_029763	Mir330	chr7	+	98	0	0.0
NR_029760	Mir326	chr7	+	95	0	0.0
NR_029761	Mir328	chr8	-	97	0	0.0
NR_029766	Mir148b	chr15	+	97	0	0.0
NR_029767	Mir338	chr11	-	98	0	0.0
NM_146398	Olfr1325	chrX	+	948	0	0.0
NR_029765	Mir337	chr12	+	97	0	0.0
NM_009949	Cpt2	chr4	-	2350	345	4.82059734438
NM_009948	Cpt1b	chr15	-	2894	67	0.760196560472
NM_001034168	Ank2	chr3	-	5467	1	0.00600621052231
NM_183259	2210020M01Rik	chr11	+	940	0	0.0
NM_183254	1700025K23Rik	chr10	-	730	2	0.0899615148643
NM_009940	Coq7	chr7	-	871	79	2.97823224008
NM_009943	Cox6a2	chr7	-	659	3	0.149480817567
NM_183257	Hamp2	chr7	-	437	1	0.0751394803786
NM_146640	Olfr1153	chr2	+	957	0	0.0
NM_183251	1810020D17Rik	chr7	-	789	133	5.53508458693
NM_009947	Cpne6	chr14	+	2004	0	0.0
NM_009946	Cplx2	chr13	+	4925	11	0.073339184199
NR_037219	Mir1251	chr10	-	84	0	0.0
NR_037218	Mir3057	chr10	+	91	19	6.85585830312
NM_001130008	Gspt1	chr16	-	6822	3141	15.1184004894
NR_037211	Mir3059	chr10	+	81	0	0.0
NR_037210	Mir1298	chrX	+	98	0	0.0
NR_037213	Mir3099	chr7	+	84	0	0.0
NR_037212	Mir3058	chr10	-	91	2	0.721669295065
NR_037215	Mir344d-1	chr7	-	69	0	0.0
NR_037214	Mir3106	chr8	-	82	0	0.0
NR_037217	Mir2861	chr2	-	82	15	6.00657675466
NR_037216	Mir344d-2	chr7	-	80	0	0.0
NM_001252538	Ciz1	chr2	+	2673	1974	24.2492222502
NM_001252539	Cyp4a31	chr4	+	2447	2	0.0268377220478
NM_001252532	Llgl2	chr11	+	3614	1404	12.7564133667
NM_001252533	Cacnb2	chr2	+	3814	0	0.0
NM_001252530	Slco2b1	chr7	-	4635	0	0.0
NM_001252531	Slco2b1	chr7	-	4578	0	0.0
NM_001252536	Ciz1	chr2	+	2722	1992	24.029837703
NM_001252537	Ciz1	chr2	+	2983	2031	22.3566276874
NM_001252534	Ciz1	chr2	+	3010	2050	22.3633566436
NM_001163300	Safb	chr17	+	3183	2719	28.0493107145
NM_001163301	Pxmp3	chr3	-	1973	842	14.01311321
NM_001163302	Pxmp3	chr3	-	2057	839	13.3929822579
NM_001163303	Pxmp3	chr3	-	2061	842	13.414785232
NM_027246	Snrpf	chr10	-	813	923	37.2787017838
NM_001163305	Pxmp3	chr3	-	2051	830	13.2880745627
NM_001163306	Pxmp3	chr3	-	1970	818	13.6344210624
NM_001163307	Pcgf2	chr11	-	2485	426	5.62902050151
NM_001163308	Pcgf2	chr11	-	2347	420	5.87605463515
NM_027248	Zfp219	chr14	-	2938	634	7.08577064491
NM_027249	Tlcd2	chr11	+	1140	58	1.67060111375
NM_026594	Rpl39l	chr16	+	805	39	1.59081014173
NM_026597	6230427J02Rik	chr9	-	1061	5	0.154740588716
NM_026596	4930591A17Rik	chr2	+	735	0	0.0
NM_026591	Mrpl24	chr3	+	949	1225	42.3857137341
NM_026593	D730048I06Rik	chr9	-	1334	0	0.0
NM_026592	B230118H07Rik	chr2	-	2269	1	0.0144715526335
NM_026599	Cgnl1	chr9	-	6754	0	0.0
NM_026598	Ebpl	chr14	-	2077	295	4.66374873039
NM_199024	Nol4	chr18	-	5028	0	0.0
NM_199025	Zbtb26	chr2	-	5267	619	3.85901933945
NM_079835	Btnl2	chr17	+	2563	1	0.0128115305991
NM_199021	Dpp10	chr1	-	4630	0	0.0
NM_199022	Shc4	chr2	-	4820	28	0.190748274256
NM_199023	4930526D03Rik	chr2	-	716	0	0.0
NM_199028	Bend3	chr10	+	6049	194	1.05309553109
NM_199029	Zfp395	chr14	+	4229	1210	9.39501135961
NM_001001130	Zfp85-rs1	chr13	-	2218	300	4.44129209993
NM_001173372	Fxyd4	chr6	-	551	1	0.0595933809899
NM_001199432	Dnmt1	chr9	-	5251	8736	54.6286202165
NM_201367	Gpr176	chr2	-	3911	0	0.0
NM_201365	Fam178b	chr1	-	1661	1	0.0197687856264
NM_201364	BC055324	chr1	-	2910	192	2.16649586312
NM_201363	Serpinb3c	chr1	-	1659	0	0.0
NM_201362	Ccdc68	chr18	+	1525	0	0.0
NM_201361	Fam82a1	chr17	+	1802	238	4.33682397129
NM_201360	Cyp2d12	chr15	+	1624	0	0.0
NM_201369	N4bp2l2	chr5	-	8981	2734	9.99593534108
NM_201368	Xkr8	chr4	-	4238	408	3.16117715752
NM_029441	Cdyl2	chr8	-	8087	1287	5.22565492952
NR_035416	Mir669j	chr2	+	121	0	0.0
NM_029020	Abcb8	chr5	+	2940	232	2.59113642133
NM_029021	Ocstamp	chr2	-	1956	0	0.0
NM_029022	Scrn3	chr2	+	3247	156	1.57758196993
NM_029023	Scpep1	chr11	-	2074	156	2.46982095293
NM_029025	Tmem81	chr1	+	1742	314	5.91876533788
NM_026629	2410066E13Rik	chr6	+	1710	825	15.8419071132
NM_026623	Nudt21	chr8	-	1111	1383	40.8749981061
NM_026622	3110057O12Rik	chr3	+	2492	322	4.24284784992
NM_026620	Fam98b	chr2	+	1861	1213	21.4024776457
NM_026627	H2afb1	chr2	-	525	0	0.0
NM_026626	Efcab2	chr1	+	2538	47	0.608073202323
NM_026625	1700067P10Rik	chr17	+	794	0	0.0
NM_026624	Fam166a	chr2	+	1126	4	0.116646369185
NM_020508	Brd4	chr17	-	5936	5631	31.1487956407
NM_020509	Retnla	chr16	+	598	0	0.0
NM_020504	Cldn13	chr5	-	1070	0	0.0
NM_020505	Vav3	chr3	+	4985	979	6.44862545918
NM_020506	Xpo4	chr14	-	3456	982	9.33012319815
NM_020507	Tob2	chr15	-	3994	2487	20.4464233665
NM_020501	Tas2r105	chr6	-	903	0	0.0
NM_020502	Tas2r108	chr6	+	894	0	0.0
NM_020503	Tas2r119	chr15	+	1006	0	0.0
NM_172053	Adamts16	chr13	-	4974	0	0.0
NM_172050	Cd300e	chr11	-	1949	1	0.0168475900079
NM_172051	Tmcc3	chr10	+	5528	1339	7.95357108668
NM_172054	Txndc9	chr1	-	4596	1281	9.15205737544
NM_001101628	Iqcf6	chr9	+	474	0	0.0
NM_001101620	Klra8	chr6	-	1178	49	1.36584184495
NM_172588	Serinc5	chr13	+	5318	473	2.92053511353
NM_172589	Lhfpl2	chr13	+	4348	2	0.0151039341883
NM_172580	Acot6	chr12	+	1822	4	0.0720877122403
NM_172581	Fam161b	chr12	-	3357	59	0.577098964135
NM_172582	Coq6	chr12	+	1602	255	5.22669662671
NM_172583	Tmem63c	chr12	+	3333	0	0.0
NM_172584	Itpk1	chr12	-	2856	2374	27.2943110102
NM_172585	Larp4b	chr13	+	4688	3102	21.7272026397
NM_172586	Zfp322a	chr13	-	4837	946	6.42191678054
NM_172587	Cdc14b	chr13	-	5859	461	2.58361056471
NM_001103177	Ablim1	chr19	-	6244	14641	76.9941042251
NM_001103171	Myo15	chr11	+	11714	0	0.0
NM_181666	Fuk	chr8	-	3838	232	1.9848726104
NM_181664	Crip3	chr17	+	955	1	0.0343831967806
