gene_name	symbol	chrom	strand	len	reads	RPKM
NM_011454	Serpinb6b	chr13	+	1859	1844	96.2339681734
NM_011455	Serpinb9g	chr13	+	1923	0	0.0
NM_011458	Serpina3k	chr12	+	1652	1	0.0587268658887
NM_011459	Serpinb8	chr1	+	3075	4	0.126200692615
NM_001160369	A830018L16Rik	chr1	+	2789	0	0.0
NM_001076790	Serpinb6d	chr13	+	1467	0	0.0
NM_001076791	Zfp874b	chr13	-	3772	136	3.4979539801
NM_001160368	Rnf152	chr1	-	8406	20	0.230827462403
NM_170759	Zfp628	chr7	+	3524	151	4.15707552488
NM_170758	Cd300a	chr11	+	4642	26	0.543394300657
NM_170757	A630007B06Rik	chr19	-	2754	378	13.3160289635
NM_170756	Spata2	chr2	-	3996	269	6.53090952916
NM_170755	Fam134a	chr1	+	2557	391	14.8351826113
NM_011188	Psmc2	chr5	+	1782	702	38.2187324796
NR_004432	Rnu12	chr15	+	150	0	0.0
NM_001162882	Syce3	chr15	-	448	0	0.0
NM_001162883	Apol9a	chr15	-	1475	4	0.263096359181
NM_001162884	Igsf10	chr3	-	10084	2	0.0192417259913
NR_037979	Gm1631	chr2	+	641	0	0.0
NR_004434	Rprl1	chr6	-	238	0	0.0
NM_033571	Fkbp6	chr5	-	1394	0	0.0
NM_011181	Cyth2	chr7	-	2527	237	9.09892261187
NR_004439	Rprl2	chr3	+	238	0	0.0
NR_004438	Apoo-ps	chrX	+	591	15	2.46235488447
NM_001040137	Pdzd9	chr7	-	1327	1	0.0731098586647
NM_001040136	Pdzd9	chr7	-	1615	1	0.0600723111134
NM_011186	Psmb5	chr14	-	871	201	22.3884882573
NR_037973	Gm20597	chr10	-	5486	12	0.212213158837
NM_009057	Slc50a1	chr3	-	1022	469	44.5214001645
NM_009056	Rfx2	chr17	-	3278	48	1.42062402609
NM_009055	Rfx1	chr8	+	4172	229	5.32522607397
NM_009054	Trim27	chr13	+	4204	467	10.7770783547
NM_009053	Rfng	chr11	-	2118	226	10.3521212622
NM_009052	Bex1	chrX	-	866	1	0.112028617146
NM_009050	Ret	chr6	-	6064	55	0.879934537376
NR_029947	Mir425	chr9	+	85	0	0.0
NM_009059	Rgl2	chr17	+	2940	162	5.34582270632
NM_009058	Ralgds	chr2	+	3750	127	3.28563503224
NR_045049	Gm20063	chr12	-	1089	0	0.0
NR_045048	Gm19990	chr12	+	1221	0	0.0
NR_045040	2700038G22Rik	chr5	+	1370	15	1.06222754505
NR_045042	2700038G22Rik	chr5	+	1351	15	1.07716634842
NR_045045	1700101O22Rik	chr12	-	339	0	0.0
NR_045047	2810011L19Rik	chr12	+	3282	0	0.0
NR_045046	2610035F20Rik	chr14	-	1149	0	0.0
NM_026006	Sft2d3	chr18	-	2810	75	2.58941590164
NR_036598	6030440G07Rik	chr12	+	1093	0	0.0
NR_036591	1700028M03Rik	chr3	-	468	0	0.0
NR_036590	1700001K23Rik	chr19	-	488	0	0.0
NR_036593	1700121N20Rik	chr12	-	1028	0	0.0
NR_036594	2810049E08Rik	chr13	+	1102	0	0.0
NR_036596	4930520P13Rik	chr13	+	505	0	0.0
NM_178188	Hist1h2ad	chr13	+	393	122	30.117169106
NM_178189	Hist1h2ac	chr13	-	2493	127	4.94229096306
NM_178182	Hist1h2ai	chr13	+	393	144	35.5481340268
NM_178183	Hist1h2ak	chr13	-	393	51	12.5899641345
NM_178186	Hist1h2ag	chr13	-	473	134	27.484669869
NM_178187	Hist1h2ae	chr13	-	704	112	15.4344881167
NM_178184	Hist1h2an	chr13	-	393	31	7.65272329743
NM_178185	Hist1h2ap	chr13	+	393	1686	416.209402564
NR_036629	Efcab8	chr2	+	1463	0	0.0
NR_028307	Gm6524	chr8	-	1533	10	0.632855723732
NR_028305	Tmem181c-ps	chr17	-	4045	45	1.0792967145
NR_028304	C4bp-ps1	chr1	-	754	0	0.0
NR_028300	5330426P16Rik	chr16	-	1815	134	7.16267154162
NM_008018	Sh3pxd2a	chr19	-	10464	4	0.0370859260123
NM_008019	Fkbp1a	chr2	+	1641	993	58.7066818836
NM_008014	Ppm1g	chr5	-	2165	1650	73.9388873161
NM_008017	Smc2	chr4	+	5321	2734	49.8485027651
NM_008010	Fgfr3	chr5	+	4219	0	0.0
NM_008011	Fgfr4	chr13	+	3146	0	0.0
NM_008012	Akr1b8	chr6	+	1304	30	2.23198119129
NM_008013	Fgl2	chr5	+	3769	3050	78.5092030954
NM_007693	Chga	chr12	+	1882	0	0.0
NM_007692	Chkb	chr15	-	1753	163	9.02095581235
NM_007691	Chek1	chr9	-	3397	185	5.2835162652
NM_007690	Chd1	chr17	+	7918	1593	19.5185317555
NM_007697	Chl1	chr6	+	7751	8	0.100133435632
NM_007696	Ovgp1	chr3	+	2525	5	0.192112440491
NM_007695	Chi3l1	chr1	+	1689	0	0.0
NM_007694	Chgb	chr2	+	2733	1	0.0354982738559
NM_007699	Chrm4	chr2	+	2768	11	0.385543571867
NM_007698	Chrm1	chr19	+	6194	1	0.0156630259038
NM_001081310	Fam23a	chr2	+	3658	2	0.0530436208027
NM_001081312	Tmco2	chr4	-	719	0	0.0
NM_001081314	C2cd4b	chr9	+	1330	2	0.145889898418
NM_001081315	Brpf3	chr17	+	5973	421	6.83811575601
NM_001081316	Dsel	chr1	-	5763	57	0.959562137696
NM_001081317	Anubl1	chr6	+	2535	125	4.78386501223
NM_001081318	Gm6614	chr6	-	1953	0	0.0
NM_001081319	C030046E11Rik	chr19	+	6282	506	7.81446862763
NM_146262	Olfr1290	chr2	-	939	0	0.0
NM_146263	Olfr1274-ps	chr2	+	1035	0	0.0
NM_146260	Tmie	chr9	-	2437	31	1.23410761424
NM_146261	Fam199x	chrX	+	8297	161	1.88257225192
NM_146266	Olfr772	chr10	-	1004	0	0.0
NM_146267	Olfr769	chr10	-	939	0	0.0
NM_146265	Olfr1506	chr2	+	1084	0	0.0
NM_146269	Olfr247	chr10	-	945	0	0.0
NM_183087	Fam189a1	chr7	-	4754	0	0.0
NM_183086	Mrps10	chr17	+	1110	79	6.90479803009
NM_001177879	Phka2	chrX	+	4528	211	4.52087921744
NM_001177878	Phka2	chrX	+	4341	207	4.6262321969
NM_001177877	1700108M19Rik	chr12	-	934	0	0.0
NM_001177874	Gps1	chr11	+	1860	306	15.9608254995
NM_001177872	Trim15	chr17	-	1780	0	0.0
NM_001177871	Filip1l	chr16	+	3253	867	25.8572242184
NM_146674	Olfr824	chr10	-	948	0	0.0
NM_009835	Ccr6	chr17	+	1757	0	0.0
NM_009834	Ccrn4l	chr3	+	3069	163	5.15273233595
NM_009837	Cct4	chr11	+	1966	822	40.5634766899
NM_001252193	Amz2	chr11	+	2997	92	2.9781594879
NM_009831	Ccng1	chr11	-	3487	2861	79.5999468265
NM_009830	Ccne2	chr4	+	3023	231	7.41345575439
NM_009833	Ccnt1	chr15	-	2175	492	21.945865271
NM_009832	Ccnk	chr12	+	2632	1290	47.5500187531
NM_146671	Olfr822	chr10	+	939	0	0.0
NM_009839	Cct6b	chr11	-	1771	4	0.219123167585
NM_009838	Cct6a	chr5	+	2054	876	41.3761934881
NM_146673	Olfr823	chr10	-	948	0	0.0
NM_001034115	Shank1	chr7	+	7596	0	0.0
NM_001252222	Nbr1	chr11	+	4543	901	19.2410567875
NM_001252223	Nbr1	chr11	+	4548	900	19.1985717246
NM_001252220	Nbr1	chr11	+	4831	906	18.1944121089
NM_183268	Defa20	chr8	+	427	0	0.0
NR_027909	1700029M20Rik	chr4	+	2834	0	0.0
NR_027900	Snhg9	chr17	-	183	2	1.06029270435
NR_027901	2900060B14Rik	chr1	-	597	3	0.48752151984
NR_027903	1700086O06Rik	chr18	-	1270	1	0.076391167282
NR_027904	1700086O06Rik	chr18	-	1173	1	0.0827082544315
NR_027905	LOC106740	chr17	-	1088	19	1.69422689937
NR_027907	AI414108	chr9	+	4859	13	0.259563319989
NM_027084	Prss56	chr1	+	1999	0	0.0
NM_027085	Clic3	chr2	+	799	1	0.121422756506
NM_027086	Ubl7	chr9	+	1312	316	23.3668469921
NM_027087	Krtap4-13	chr11	-	819	0	0.0
NM_027081	Fam116b	chr15	-	4612	28	0.589000413822
NM_027082	1700023F06Rik	chr11	-	1127	0	0.0
NM_027083	Lyzl6	chr11	-	882	0	0.0
NM_027088	Bap1	chr14	+	3406	439	12.5045118892
NM_027089	4930579C15Rik	chr4	-	1228	4	0.316015578007
NR_028480	Gm12238	chr11	+	124	1	0.78239340684
NR_028481	Snora31	chr14	+	112	2	1.73244254372
NR_028486	1700001O22Rik	chr2	-	993	67	6.54594604635
NR_028487	1700001O22Rik	chr2	-	957	67	6.79218853085
NM_207688	Espn	chr4	-	1890	6	0.30798978555
NM_207689	Espn	chr4	-	1647	6	0.35343090145
NM_207686	Elavl2	chr4	-	3689	0	0.0
NM_207687	Espn	chr4	-	2861	6	0.20346057137
NM_207685	Elavl2	chr4	-	3837	0	0.0
NM_207682	Kif1b	chr4	-	10099	448	4.30374478035
NM_207683	Pik3c2g	chr6	+	6037	0	0.0
NM_207680	Bcl2l11	chr2	+	5037	898	17.2962220843
NM_207681	Bcl2l11	chr2	+	4869	847	16.8768155132
NM_001163660	Nkd1	chr8	+	4104	4	0.0945582674933
NM_177471	Ccdc69	chr11	-	1419	272	18.5965925482
NM_001162999	Fnip2	chr3	-	7095	36	0.492262743923
NM_146614	Olfr971	chr9	+	924	0	0.0
NM_029734	Wdyhv1	chr15	+	1324	142	10.4051231931
NM_029735	Eprs	chr1	+	4850	1283	25.6644395631
NM_053179	Nans	chr4	+	1904	517	26.343317503
NM_053178	Acsbg1	chr9	-	2775	485	16.9560863017
NM_029730	Mospd2	chrX	-	2015	77	3.70734106626
NM_029733	2010005H15Rik	chr16	+	528	0	0.0
NM_053173	Kifc5b	chr17	+	2627	138	5.09642785605
NM_053172	Mepe	chr5	+	1682	0	0.0
NR_027010	Gt(ROSA)26Sor	chr6	-	603	7	1.12623130537
NM_053170	Trim33	chr3	+	8868	1259	13.7735824427
NM_029738	Cluap1	chr16	+	1595	158	9.61043989141
NM_053176	Hrg	chr16	+	1737	0	0.0
NM_172126	Adam1a	chr5	-	3092	7	0.21963695897
NM_172124	B3gat2	chr1	+	4355	1	0.0222771027435
NM_172125	Adam1b	chr5	-	2884	3	0.100918983129
NM_172122	Crocc	chr4	-	6521	105	1.56214724077
NM_172120	Vps41	chr13	+	3197	708	21.485105403
NM_172121	Zc3h3	chr15	-	3338	198	5.75474024108
NM_001033621	Myot	chr18	+	2207	0	0.0
NM_146028	Stac2	chr11	-	3049	12	0.381830563915
NM_146611	Olfr970	chr9	+	936	0	0.0
NM_030596	Dsg3	chr18	+	4108	2	0.0472330975891
NM_030597	Lsm2	chr17	+	874	190	21.09060488
NM_030595	Nbea	chr3	-	10983	6	0.0530001543011
NM_001205173	Iffo2	chr4	+	5716	74	1.25599053554
NM_030598	Rcan2	chr17	+	3237	1	0.0299712024863
NM_030599	Klrb1b	chr6	-	2212	13	0.570170963755
NM_001101533	Vmn1r20	chr6	+	912	0	0.0
NR_046049	1700094M24Rik	chr6	+	664	0	0.0
NM_001101531	Gm5538	chr3	+	1303	0	0.0
NM_001101535	Ccdc8	chr7	+	2058	0	0.0
NM_001101534	Sult2a4	chr7	-	964	0	0.0
NM_001198913	Arhgef2	chr3	+	4284	1099	24.8882922293
NM_001198912	Arhgef2	chr3	+	4290	1099	24.853483429
NM_001198911	Arhgef2	chr3	+	4422	1099	24.1115884013
NR_046043	Gm15412	chr7	-	1096	0	0.0
NR_046044	AI463170	chr12	-	540	0	0.0
NR_046045	1700085C21Rik	chr12	-	1082	0	0.0
NR_046046	Gm13710	chr2	-	830	0	0.0
NM_001198914	Myb	chr10	-	3777	141	3.62175438845
NM_172694	Megf9	chr4	-	3062	68	2.15452031563
NM_172695	Plaa	chr4	-	6815	1160	16.5134948848
NM_172696	Inadl	chr4	+	7305	76	1.00934640192
NM_172697	Prpf38a	chr4	-	1519	434	27.7190806995
NM_172690	N28178	chr4	+	3393	0	0.0
NM_172691	B230312A22Rik	chr4	-	3074	111	3.50320847487
NM_172692	Gba2	chr4	-	3535	288	7.9040546945
NM_172693	Galnt12	chr4	+	2216	153	6.69836088202
NM_133854	Snapin	chr3	-	1916	465	23.5453047173
NM_133857	Usp53	chr3	-	4014	101	2.44112980251
NM_172698	4732418C07Rik	chr4	+	4300	629	14.1915246883
NM_172699	Foxj3	chr4	+	4762	923	18.8043868542
NM_133853	Magi3	chr3	-	6666	66	0.960562202457
NM_133852	Golga2	chr2	+	4442	745	16.2713874209
NR_015479	C230091D08Rik	chr7	-	3708	0	0.0
NR_015478	5730422E09Rik	chr5	-	1715	1	0.0565695524479
NR_015475	1700086O06Rik	chr18	-	1564	1	0.0620311908236
NR_015474	Gm14047	chr2	+	1396	1	0.0694962624986
NM_030046	Dnajc21	chr15	-	2053	480	22.6829301389
NM_030047	4930458L03Rik	chr13	+	3233	0	0.0
NR_015471	3830408C21Rik	chr13	+	1898	11	0.562267969931
NR_015470	2610203C22Rik	chr1	-	1245	0	0.0
NR_015473	1700020I14Rik	chr2	+	1549	661	41.39967282
NR_015472	9530082P21Rik	chr17	+	3162	27	0.828416548418
NM_145478	Pim3	chr15	+	2419	24	0.962547655541
NM_145479	Klhl22	chr16	+	2618	54	2.00111010397
NM_145476	Tbc1d22a	chr15	+	3229	220	6.61000066231
NM_145477	Alg12	chr15	-	1828	166	8.81005792472
NM_145474	Cyp2d34	chr15	-	1622	0	0.0
NM_145475	Cerk	chr15	-	4546	154	3.28653420524
NM_145472	C030006K11Rik	chr15	-	1759	24	1.32370823124
NM_145473	Csdc2	chr15	+	2490	4	0.155850252929
NM_145470	Deptor	chr15	+	1890	0	0.0
NM_145471	Lrrc14	chr15	+	2277	32	1.36343304275
NM_020618	Smarce1	chr11	-	2918	1462	48.6081343177
NM_020619	Mogs	chr6	+	2770	227	7.95047278546
NM_028464	Mocs1	chr17	+	2644	112	4.10963677541
NM_028462	Fezf1	chr6	-	2308	0	0.0
NM_028460	Pear1	chr3	-	4501	529	11.4023279083
NM_020610	Nrip3	chr7	-	3913	0	0.0
NM_020611	Srd5a3	chr5	+	1769	213	11.6815006566
NM_020614	Taf1b	chr12	+	2019	394	18.9324478873
NM_020615	Atp5c1	chr2	-	1164	1347	112.269420926
NM_020616	D930014E17Rik	chr7	+	973	151	15.0560474303
NM_133981	Alg9	chr9	+	2778	87	3.03832256047
NM_175471	Cyb5rl	chr4	+	1605	4	0.241786373702
NM_175470	Gpr61	chr3	-	3686	0	0.0
NM_175473	Fras1	chr5	+	15848	0	0.0
NM_175472	Zcchc11	chr4	+	6054	2132	34.1658044565
NM_175475	Cyp26b1	chr6	-	4751	0	0.0
NM_175474	Fam109a	chr5	+	2335	1	0.0415489432326
NM_175477	Zfp574	chr7	+	4195	191	4.41721226403
NM_175476	Arhgap25	chr6	-	2499	694	26.9426358619
NM_175478	Lrfn3	chr7	-	2861	0	0.0
NM_133768	Asl	chr5	-	1529	102	6.47201557208
NM_001164411	Cnot4	chr6	-	5598	592	10.259724046
NM_001253747	Fcer2a	chr8	-	2121	0	0.0
NM_133765	Fbxo31	chr8	-	4355	152	3.38611961702
NM_001161424	Ikbkg	chrX	+	6785	374	5.34771947466
NM_133763	Dnttip1	chr2	+	1244	172	13.4138959655
NM_001164414	Cnot4	chr6	-	3323	773	22.5681531244
NM_001253740	Tpm3	chr3	+	2250	8936	385.307541314
NM_133760	Sirt4	chr5	-	1553	26	1.62423460634
NM_001145100	Gm13718	chr2	+	3520	0	0.0
NM_001130529	Zkscan17	chr11	-	4012	358	8.6570309363
NM_207302	Zranb1	chr7	+	2127	255	11.6310670072
NM_207301	Wrb	chr16	+	2483	29	1.13309975473
NM_146921	Olfr1	chr11	-	1248	0	0.0
NM_146920	Olfr267	chr4	-	942	0	0.0
NM_146923	Olfr20	chr11	+	1062	0	0.0
NM_146922	Olfr376	chr11	+	1079	0	0.0
NM_146925	Olfr481	chr7	+	939	0	0.0
NM_146924	Olfr476	chr7	+	933	0	0.0
NM_146927	Olfr799	chr10	+	936	0	0.0
NM_146926	Olfr477	chr7	+	933	0	0.0
NM_146929	Olfr807	chr10	-	936	0	0.0
NR_015567	A930007I19Rik	chr19	-	2317	3	0.125615169333
NM_030197	2700078E11Rik	chr19	-	5790	483	8.09310983116
NM_030194	Sp110	chr1	-	1913	2785	141.239800898
NM_001142736	Pcdh15	chr10	+	9043	0	0.0
NR_038023	Gm15910	chr10	+	2973	2	0.0652652421447
NR_038022	Gm20139	chr10	+	5940	5	0.0816639582897
NR_038021	Gm20139	chr10	+	6208	5	0.0781385167913
NM_030199	Zfp623	chr15	+	2486	19	0.741479833674
NR_038027	B230208H11Rik	chr10	-	1182	8	0.656627969192
NR_038026	4933412E12Rik	chr10	+	1511	89	5.7144233209
NR_038025	4933412E12Rik	chr10	+	1724	90	5.06468121829
NR_038024	4930486F22Rik	chr10	+	563	0	0.0
NR_038029	1700061I17Rik	chr3	-	1962	0	0.0
NR_038028	B230208H11Rik	chr10	-	1089	8	0.712703635982
NM_001142731	Kctd1	chr18	-	3456	58	1.6281751684
NM_001142732	Ttll3	chr6	+	1450	88	5.88791507271
NM_001113189	Fxr1	chr3	+	2157	986	44.3479589679
NM_001113188	Fxr1	chr3	+	2325	990	41.3103718811
NR_037989	Gm20268	chr1	+	886	0	0.0
NM_001113181	Gria4	chr9	-	2338	0	0.0
NM_001113180	Gria4	chr9	-	5447	2	0.0356220974658
NM_001113187	Khdc1b	chr1	+	2247	0	0.0
NM_001039700	Pkd1l3	chr8	+	6606	21	0.308409390162
NM_001039701	Il1rn	chr2	+	2480	1	0.039119670342
NM_018828	Fnbp4	chr2	+	4690	1533	31.7114557554
NM_018829	Ap3m1	chr14	-	4424	706	15.4823346312
NM_018820	Sertad1	chr7	+	1188	74	6.04313291343
NM_018821	Socs6	chr18	-	3210	105	3.17344615484
NM_018822	Sgsh	chr11	-	4324	294	6.59642322843
NM_018823	Nfat5	chr8	+	13381	1916	13.8916489926
NM_018824	Slc23a2	chr2	-	6364	438	6.67714498936
NM_018825	Sh2b2	chr5	-	2848	0	0.0
NM_018826	Irx5	chr8	+	2403	0	0.0
NM_018827	Crlf1	chr8	+	1646	0	0.0
NM_199011	Dgkq	chr5	-	4545	121	2.58284503327
NM_001129804	Pcp2	chr8	-	473	0	0.0
NM_001129803	Pcp2	chr8	-	501	0	0.0
NR_045689	Hsf4	chr8	+	1635	54	3.20422400746
NR_045687	Gm9895	chr19	+	664	3	0.438328836362
NR_045686	Gm16062	chr11	+	642	5	0.75558241782
NR_045685	Scgb2b1-ps	chr7	-	516	0	0.0
NM_009383	Tial1	chr7	-	4292	827	18.6935878575
NM_001114322	Cdhr5	chr7	-	2629	0	0.0
NM_001114328	Ccpg1	chr9	+	2966	752	24.5976467974
NM_010903	Nfe2l3	chr6	+	2544	0	0.0
NM_010902	Nfe2l2	chr2	-	2469	369	14.4994705238
NM_010901	Nfatc3	chr8	+	6014	5934	95.7262366224
NM_010900	Nfatc2ip	chr7	-	3388	215	6.15661399833
NM_010907	Nfkbia	chr12	-	1579	484	29.7378864502
NM_010906	Nfix	chr8	-	2618	4	0.148230378072
NM_010905	Nfia	chr4	+	9513	110	1.12181709968
NM_010904	Nefh	chr11	-	3992	268	6.51315072547
NM_010909	Nfkbil1	chr17	-	1470	45	2.96990150351
NM_010908	Nfkbib	chr7	-	1945	365	18.2062342383
NM_019880	Mtch1	chr17	-	1918	309	15.6299195915
NM_019883	Uba52	chr8	-	494	4495	882.774164179
NM_130796	Snx18	chr13	-	4447	443	9.66459065089
NM_178415	Bbs9	chr9	+	3438	82	2.31395467154
NR_024198	Rprl3	chr8	-	237	0	0.0
NM_001164316	Fam190a	chr6	+	5602	2	0.0346364807026
NM_010684	Lamp1	chr8	+	2255	649	27.9219032412
NM_001164314	Wars	chr12	-	2831	399	13.6735062511
NM_001253868	Tmem205	chr9	-	863	0	0.0
NM_001164312	Gm4847	chr1	-	3012	0	0.0
NM_001164311	Loxl4	chr19	-	5437	3	0.0535314230907
NM_001253863	Tcf12	chr9	-	4029	938	22.5866820393
NM_001253862	Tcf12	chr9	-	4578	1075	22.7813545504
NM_001253860	Scn5a	chr9	-	8287	0	0.0
NM_001253867	Tmem205	chr9	-	790	0	0.0
NM_001253865	Tcf12	chr9	-	4204	948	21.8772382875
NM_001253864	Tcf12	chr9	-	3957	933	22.8750715249
NM_173378	Trp53bp2	chr1	+	4370	320	7.10420374906
NM_026671	Lypd2	chr15	-	492	0	0.0
NM_001167669	Spag7	chr11	-	1131	485	41.6031295202
NM_130865	Dmbx1	chr4	-	4032	3	0.0721851059882
NM_130864	Acaa1a	chr9	+	1758	118	6.511934203
NM_130867	Kirrel	chr3	-	7284	0	0.0
NM_130866	Olfr78	chr7	-	3496	0	0.0
NM_130861	Slco1a5	chr6	-	2538	0	0.0
NM_130860	Cdk9	chr2	-	3389	633	18.1208684832
NM_130863	Adrbk1	chr19	-	3182	4022	122.627749531
NM_130862	Baiap2	chr11	+	3186	272	8.28266315941
NM_010683	Lamc1	chr1	-	7622	838	10.6665000907
NM_130869	Nobox	chr6	-	1893	0	0.0
NM_130868	Olfr138	chr17	+	939	0	0.0
NM_016688	Pdcd7	chr9	+	2455	106	4.18891199165
NM_016689	Aqp3	chr4	-	1763	4	0.22011748712
NM_016682	Uba2	chr7	-	2524	1071	41.1667884318
NM_016683	Zkscan5	chr5	+	3797	75	1.91631779921
NM_016680	Clasrp	chr7	-	2154	316	14.2327313155
NM_016681	Chek2	chr5	+	2247	114	4.92207975037
NM_001014288	Ptprd	chr4	-	7678	0	0.0
NM_016687	Sfrp4	chr13	+	1758	3	0.165557649229
NM_016684	Zscan12	chr13	+	4418	10	0.219594346872
NM_016685	Comp	chr8	+	2426	3	0.119971289095
NM_026678	Blvra	chr2	+	1170	139	11.5259254361
NM_029478	Vmp1	chr11	-	2773	3609	126.265260676
NM_029475	Adal	chr2	+	2317	110	4.60588954221
NM_029472	Gstt4	chr10	-	963	0	0.0
NM_001159941	Kctd10	chr5	-	3098	754	23.6122188399
NM_001159940	2310007B03Rik	chr1	-	2302	0	0.0
NM_001160363	5430405G05Rik	chr2	+	1435	0	0.0
NM_001081153	Unc13c	chr9	-	8079	0	0.0
NM_001081150	Lonrf1	chr8	-	3930	3	0.0740586125558
NM_001160360	A130010J15Rik	chr1	+	3630	40	1.06905545397
NM_001081156	Trnp1	chr4	-	1654	0	0.0
NM_001160366	Srcrb4d	chr5	-	2724	12	0.42738670682
NM_001081154	4921513D23Rik	chr16	-	7765	1425	17.804110108
NM_001081155	Rap1gap	chr4	+	3248	2	0.0597393980592
NM_001081158	1300001I01Rik	chr11	+	5399	188	3.37824691614
NM_001081159	S100z	chr13	-	300	0	0.0
NM_009875	Cdkn1b	chr6	+	2405	1463	59.0168618385
NM_001010941	Gpr12	chr5	-	2469	0	0.0
NM_001045540	Gm12185	chr11	-	5264	194	3.57546652639
NM_001045543	Gm11435	chr11	-	1875	332	17.1784382788
NM_001045542	Gm12253	chr11	+	1356	15	1.07319449611
NM_001045544	Vmn1r204	chr13	+	909	0	0.0
NR_030611	Mir598	chr14	+	79	0	0.0
NR_030612	Mir653	chr6	-	85	0	0.0
NM_001040683	Med15	chr16	-	3263	1159	34.4598378355
NM_001040682	Clmn	chr12	-	11869	1	0.00817396431444
NM_001040684	Hsd3b7	chr7	+	1771	5	0.273903959481
NM_001040686	Zfp692	chr11	+	1887	79	4.06164590005
NM_001166206	Erv3	chr2	-	3378	22	0.631844053836
NM_001166207	Dpy19l2	chr9	-	3441	0	0.0
NM_013483	Btn1a1	chr13	-	3448	0	0.0
NM_013482	Btk	chrX	-	2535	1	0.0382709200979
NM_013481	Bop1	chr15	-	2476	303	11.8724091607
NM_013487	Cd3d	chr9	+	1330	1926	140.491972177
NM_013486	Cd2	chr3	-	1144	3847	326.244372446
NM_013485	C9	chr15	+	1767	0	0.0
NM_013484	C2	chr17	-	2644	1	0.0366931854947
NM_013489	Cd84	chr1	+	3291	1416	41.7428635511
NM_013488	Cd4	chr6	-	3095	6	0.188077768882
NM_001256501	Gm10408	chr14	+	1566	19	1.1770873988
NR_027492	Hspa13	chr16	-	4161	348	8.11387654216
NM_007864	Dlg4	chr11	+	3326	9	0.262522862908
NM_007865	Dll1	chr17	-	3428	7	0.19810894899
NM_007866	Dll3	chr7	-	2163	0	0.0
NM_007867	Dlx4	chr11	-	1820	0	0.0
NM_007860	Dio1	chr4	-	1664	0	0.0
NM_007861	Dld	chr12	-	2243	609	26.3411593896
NM_007862	Dlg1	chr16	+	4777	1147	23.2945885426
NM_007863	Mpp3	chr11	-	2847	0	0.0
NM_007868	Dmd	chrX	+	13852	5	0.0350190522842
NM_007869	Dnajc1	chr2	-	5495	1029	18.1674739107
NM_178410	Marveld2	chr13	-	2203	111	4.88827183465
NM_178411	Zfp334	chr2	-	5033	0	0.0
NM_178412	BC051070	chr3	-	1668	1	0.058163538638
NM_178413	Thnsl2	chr6	-	1850	8	0.419532032208
NM_178414	Acsm4	chr7	+	2153	0	0.0
NM_010689	Lat	chr7	-	1234	2662	209.285798117
NM_178417	Zfp867	chr11	-	3412	47	1.33639764802
NM_178418	Ccdc144b	chr3	-	2478	9	0.352361195332
NM_010685	Lamp2	chrX	-	3603	879	23.6685405972
NM_010686	Laptm5	chr4	+	2398	17794	719.898509959
NM_010687	Large	chr8	-	3669	0	0.0
NM_010680	Lama3	chr18	+	10342	7	0.0656659714888
NM_010681	Lama4	chr10	+	6046	0	0.0
NM_016811	Dgka	chr10	-	2813	2580	88.980909604
NM_178362	Sorbs1	chr19	-	6320	174	2.67103166867
NM_177788	Exoc3l	chr8	-	2497	31	1.20445344649
NM_001011856	Olfr1331	chr4	+	954	0	0.0
NM_176958	Hif1an	chr19	+	6190	881	13.8080428654
NM_177784	Klhl23	chr2	+	4617	0	0.0
NM_001011854	Olfr605	chr7	-	1011	0	0.0
NR_029585	Mir199a-1	chr9	-	70	0	0.0
NM_176959	Fbxl7	chr15	-	4616	0	0.0
NM_001011855	Olfr169	chr16	-	942	0	0.0
NM_176953	Lig4	chr8	-	4081	121	2.87650837447
NM_177781	Trpa1	chr1	-	4263	0	0.0
NM_176951	Xkr5	chr8	-	3176	34	1.03859275921
NM_176950	Defb20	chr2	+	690	0	0.0
NM_176957	Nckap5	chr1	-	2966	0	0.0
NM_177780	Dock5	chr14	-	10335	1216	11.4148434888
NR_038348	Gm3143	chr3	-	675	0	0.0
NR_038349	AV039307	chr2	+	1195	1	0.0811855920068
NM_177783	Ubr3	chr2	+	8072	825	9.91561515358
NM_176952	6430573F11Rik	chr8	+	1825	0	0.0
NM_001177471	Gm15056	chr8	-	314	0	0.0
NM_001177470	Gm7325	chr17	-	852	0	0.0
NR_038347	Gm3143	chr3	-	582	0	0.0
NM_019417	Pdlim4	chr11	-	1185	0	0.0
NM_019414	Selenbp2	chr3	+	1695	1	0.0572370397924
NM_019415	Slc12a3	chr8	+	3296	0	0.0
NM_019412	Prx	chr7	+	5260	12	0.221331062619
NM_019413	Robo1	chr16	+	7568	0	0.0
NM_019410	Pfn2	chr3	-	2020	33	1.58492763405
NM_019411	Ppp2ca	chr11	+	1930	2034	102.244629792
NM_019418	Tnfsf14	chr17	-	1856	99	5.17492535688
NM_019419	Arl6ip1	chr7	-	2135	4039	183.536667123
NM_027862	Atp5h	chr11	-	574	1921	324.68508551
NM_027860	0610010F05Rik	chr11	-	4140	142	3.32762876996
NM_027866	Colec11	chr12	-	1383	0	0.0
NM_027864	Galnt14	chr17	-	2467	9	0.353932323483
NM_023485	Sync	chr4	+	2038	0	0.0
NM_027868	Slc41a3	chr6	+	2257	17	0.730742269215
NM_176954	Celf5	chr10	-	4390	27	0.596686361298
