gene_name	symbol	chrom	strand	len	reads	RPKM
NM_173876	Clcn3	chr8	-	5250	1858	9.84083236207
NM_173874	Clcn3	chr8	-	5781	1999	9.61513203137
NM_173873	Clcn3	chr8	-	5705	1986	9.67985881204
NM_173870	Mgat4a	chr1	-	7054	2215	8.73139634571
NR_045498	2310005E17Rik	chr13	-	1186	0	0.0
NR_045499	2210416O15Rik	chr11	+	1504	0	0.0
NR_045490	2310002D06Rik	chr12	+	508	0	0.0
NR_045491	2310016D03Rik	chr12	-	1547	0	0.0
NR_045496	2410003L11Rik	chr11	+	612	2	0.0908707266596
NR_045497	2810404M03Rik	chr8	+	1245	0	0.0
NR_045495	2310020H05Rik	chr13	-	718	0	0.0
NM_001164504	Rnf165	chr18	-	7300	720	2.74255321886
NM_001164503	Akap11	chr14	-	9416	2475	7.30893636742
NM_019928	Klk4	chr7	+	1237	0	0.0
NM_019929	Sumo3	chr10	+	2493	1973	22.0064624035
NM_134173	Vmn1r24	chr6	-	891	0	0.0
NM_019923	Itpr2	chr6	-	8331	5777	19.2819370425
NM_134171	Vmn1r17	chr6	-	912	0	0.0
NM_134170	Vmn1r32	chr6	-	2442	0	0.0
NM_134177	Vmn1r30	chr6	-	909	0	0.0
NM_134176	Vmn1r4	chr6	+	894	0	0.0
NM_134175	Vmn1r6	chr6	+	912	0	0.0
NM_019925	Gpr132	chr12	-	2439	2777	31.6598976743
NM_001083960	Spo11	chr2	+	1602	470	8.15794501135
NM_001083967	Tcf4	chr18	+	7135	102	0.397513261458
NM_133780	Tpr	chr1	+	7550	17381	64.013744983
NM_030717	Lactb	chr9	-	2031	546	7.47529174169
NM_153596	Tmem17	chr11	+	1370	3	0.0608900197617
NM_153597	Trpt1	chr19	+	1144	176	4.2779142089
NM_153594	Pcmtd2	chr2	+	3509	1665	13.1939944502
NM_153595	BC030307	chr10	+	2359	40	0.471495419378
NM_153592	Erlin2	chr8	+	3945	940	6.62561617652
NM_153590	Klre1	chr6	+	913	787	23.9689705757
NM_153591	Nars2	chr7	+	3755	216	1.59951838863
NM_153598	Ugt2b34	chr5	-	3048	0	0.0
NM_153599	Cdk8	chr5	+	2586	805	8.65591109747
NM_172838	Slc16a12	chr19	-	3870	0	0.0
NM_172839	Ccnj	chr19	+	3817	303	2.20732303758
NM_172834	Loxhd1	chr18	+	6595	10	0.0421629148716
NM_172835	Peli3	chr19	-	1937	1	0.0143554168084
NM_172836	9930021J03Rik	chr19	-	8026	1456	5.04437827972
NM_172837	Lipk	chr19	+	2225	0	0.0
NM_172830	Slc4a9	chr18	+	2945	0	0.0
NM_172831	E230025N22Rik	chr18	-	2016	0	0.0
NM_172832	Pcyox1l	chr18	-	2017	174	2.39877093221
NM_172833	Malt1	chr18	+	5008	3620	20.0997047395
NM_153049	Mkl1	chr15	-	4093	3712	25.2180586446
NM_001195662	Rp1	chr1	-	3047	0	0.0
NM_001011827	Olfr963	chr9	+	936	0	0.0
NM_001199136	Macf1	chr4	-	23495	31615	37.4165003253
NM_001199137	Macf1	chr4	-	17414	27188	43.4134348699
NR_030427	Mir770	chr12	+	94	0	0.0
NM_023229	Fastk	chr5	-	1840	1328	20.0689975278
NR_030425	Mir665	chr12	+	94	0	0.0
NR_030424	Mir668	chr12	+	66	0	0.0
NR_030423	Mir671	chr5	+	98	11	3.12113128506
NR_030422	Mir551b	chr3	+	98	0	0.0
NR_030421	Mir758	chr12	+	81	0	0.0
NR_030420	Mir592	chr6	-	96	0	0.0
NM_023220	2010106G01Rik	chr2	-	5612	4082	20.2255697977
NM_023223	Cdc20	chr4	-	1784	1792	27.9311349245
NM_023224	Cblc	chr7	-	1662	0	0.0
NR_030429	Mir802	chr16	+	97	0	0.0
NR_030428	Mir762	chr7	+	76	4	1.4634969662
NM_001011826	Olfr967	chr9	+	933	0	0.0
NM_001011825	Olfr1105	chr2	-	939	0	0.0
NM_001081471	Mettl7a3	chr15	+	1446	35	0.673046668413
NM_001081470	Gtf2ird1	chr5	-	3210	69	0.597708574047
NM_001081473	Zxdb	chrX	+	5623	800	3.95610063779
NM_001081475	Nasp	chr4	-	2118	2335	30.6553554795
NM_001081477	Brwd3	chrX	-	6434	1052	4.54653051919
NM_001081476	Gm14725	chrX	+	828	0	0.0
NM_001011823	Olfr834	chr9	+	939	0	0.0
NM_177921	E230019M04Rik	chrX	+	1509	0	0.0
NM_177920	Serpina7	chrX	-	2358	0	0.0
NM_177923	H2-M10.2	chr17	-	990	1	0.028087315513
NM_177922	Mapk15	chr15	+	1930	9	0.129667347783
NR_027289	Gm16119	chr2	+	438	0	0.0
NM_009358	Ppp2r5d	chr17	-	2926	1734	16.4785957104
NM_009359	Tex9	chr9	-	4317	583	3.75519015395
NM_009354	Tert	chr13	+	3426	170	1.37977092844
NM_009355	Prss39	chr1	+	1246	6	0.133899401402
NM_009356	Prss40	chr1	-	1300	0	0.0
NM_009357	Tex261	chr6	-	1454	1485	28.3992894783
NM_009350	Adad1	chr3	+	1972	0	0.0
NM_009351	Tep1	chr14	-	8163	1556	5.30035823947
NM_009352	Terf1	chr1	+	1633	1049	17.8621910798
NM_009353	Terf2	chr8	-	2664	1218	12.7133058528
NM_013692	Klf10	chr15	-	3045	2320	21.1858608441
NM_013693	Tnf	chr17	-	1618	200	3.43713749788
NM_013690	Tek	chr4	+	4654	0	0.0
NM_013691	Thbs3	chr3	+	3183	11	0.0960951510953
NM_013696	Trhr	chr15	+	3976	0	0.0
NM_013697	Ttr	chr18	+	1221	0	0.0
NM_013694	Tnp2	chr16	-	550	3	0.15167150377
NM_027562	Clec2g	chr6	+	2466	144	1.62373386031
NM_013698	Txk	chr5	-	2247	3910	48.3859321848
NM_013699	Ubp1	chr9	+	3744	3995	29.6706028898
NM_001163627	Fam151b	chr13	-	1383	58	1.16614147271
NM_001163626	Noxa1	chr2	-	1646	0	0.0
NM_001163625	Sult6b1	chr17	-	2060	1	0.0134982729892
NM_001163624	Prepl	chr17	-	3162	431	3.79018869583
NM_001163623	Prepl	chr17	-	3294	432	3.64674653873
NM_001163622	Prepl	chr17	-	3830	508	3.68816520047
NM_001163621	Apol6	chr15	+	2037	10	0.136506835336
NM_001163628	Lyrm5	chr6	+	1623	340	5.82513271822
NM_001170694	Rcbtb2	chr14	+	3394	1358	11.1258540725
NM_001170691	Elmod2	chr8	-	4704	856	5.06001587124
NR_033307	4930592I03Rik	chr18	-	987	0	0.0
NR_033306	Ndufs6	chr13	-	567	1010	49.5317579919
NR_033305	AA388235	chr17	+	3867	158	1.136130823
NR_033304	Lypd6	chr2	+	3660	0	0.0
NR_033303	Slc22a13b	chr9	-	1455	10	0.19110956947
NM_001077421	Sbpl	chr17	-	876	0	0.0
NM_001033210	Pls1	chr9	-	3697	26	0.195555180228
NM_010160	Celf2	chr2	-	8863	11875	37.256177705
NM_027569	Spag9	chr11	+	7349	5062	19.1531107927
NM_010162	Ext1	chr15	-	3462	174	1.39755082908
NM_010165	Eya2	chr2	+	2364	45	0.529310450974
NM_001163996	Zfp605	chr5	+	3158	361	3.17863384775
NM_010164	Eya1	chr1	-	4330	0	0.0
NM_001105667	Dtymk	chr1	-	1003	789	21.8736620342
NM_001033217	Prickle1	chr15	-	4085	26	0.176981028471
NM_001005569	Olfr366	chr2	+	930	0	0.0
NM_001005568	Olfr1281	chr2	+	918	0	0.0
NM_008409	Itm2a	chrX	-	1632	1246	21.2296735159
NM_008408	Stt3a	chr9	-	2697	4645	47.890591306
NM_008407	Itih3	chr14	-	2817	0	0.0
NM_008406	Itih1	chr14	-	3077	0	0.0
NM_008405	Itgb2l	chr16	-	2618	0	0.0
NM_008404	Itgb2	chr10	+	2862	41806	406.176145776
NM_008403	Itgb1bp1	chr12	-	1874	1132	16.7966343378
NM_008402	Itgav	chr2	+	7054	6806	26.8288413223
NM_008401	Itgam	chr7	+	4679	1594	9.47285084813
NM_008400	Itgal	chr7	+	5219	52621	280.360759401
NM_010345	Grb10	chr11	-	5089	0	0.0
NM_010344	Gsr	chr8	+	2672	2096	21.8122392148
NM_001178049	Mitf	chr6	+	4777	23	0.133880714723
NM_010346	Grb7	chr11	+	2397	247	2.86532801935
NM_010341	Nmur1	chr1	-	1218	58	1.32411630275
NM_010340	Gpr50	chrX	+	1801	0	0.0
NM_010343	Gpx5	chr13	-	1629	0	0.0
NM_010342	Npbwr1	chr1	-	3692	0	0.0
NM_010349	Grik2	chr10	-	4872	0	0.0
NM_010348	Grik1	chr16	-	3573	0	0.0
NR_029878	Mir377	chr12	+	68	0	0.0
NM_001244762	Gm6432	chr9	-	785	8	0.283377756513
NM_001244763	Gm20579	chr17	+	1257	0	0.0
NR_029876	Mir375	chr1	-	64	0	0.0
NR_029877	Mir376a	chr12	+	68	0	0.0
NM_026308	Rpp21	chr17	-	500	436	24.247217736
NM_026309	Lsm3	chr6	+	631	776	34.1961953561
NM_026300	4930549C01Rik	chr4	+	670	0	0.0
NM_026301	Rnf125	chr18	+	1334	1422	29.6407503994
NM_026302	Dctn4	chr18	+	3714	1787	13.3791363741
NM_026303	Alkbh8	chr9	+	2269	470	5.75981838175
NM_026304	l7Rn6	chr7	-	1045	431	11.4684944079
NM_026305	Tceb2	chr17	-	508	2720	148.884888215
NM_026306	Trmt112	chr19	+	934	1356	40.3699527165
NM_026307	Cuta	chr17	-	640	1355	58.8714521795
NM_001146198	Nkx2-1	chr12	-	2263	12	0.147449097788
NM_001146199	Ptpn21	chr12	-	5562	269	1.34482793856
NM_001146196	Scin	chr12	-	2997	6	0.055668553269
NM_001037321	Fbxo40	chr16	-	2518	0	0.0
NM_001037326	Cstf3	chr2	+	778	277	9.9002371891
NM_001146222	Dpy30	chr17	-	790	842	29.6367398295
NM_001146223	Dpy30	chr17	-	704	842	33.2571370246
NM_001146224	Dpy30	chr17	-	710	842	32.9760907962
NM_183276	Nbeal2	chr9	-	8803	24182	76.3847993976
NM_009439	Psmd3	chr11	+	2147	3155	40.8613533484
NM_009438	Rpl13a	chr7	-	1026	51796	1403.76460854
NR_004051	Btnl5	chr17	-	2592	197	2.11337544155
NR_004052	Gm9079	chr10	-	1768	4	0.062910503072
NM_009431	Ctr9	chr7	+	4300	2548	16.4769337506
NM_009430	Prss2	chr6	+	826	214	7.20409039295
NM_009433	Tspyl1	chr10	+	2696	2908	29.9930023652
NM_009432	Tshb	chr3	-	645	0	0.0
NM_009435	Tssk1	chr16	+	1451	0	0.0
NM_009434	Phlda2	chr7	-	737	0	0.0
NM_009437	Tst	chr15	-	1096	69	1.75058806815
NM_009436	Tssk2	chr16	+	1388	0	0.0
NM_001036740	B3gnt8	chr7	+	1475	0	0.0
NM_007769	Dmbt1	chr7	+	6243	0	0.0
NM_007768	Crp	chr1	+	1698	0	0.0
NM_007767	Pcdha6	chr18	+	5242	0	0.0
NM_007766	Pcdha4	chr18	+	5322	0	0.0
NM_007765	Crmp1	chr5	+	2910	2680	25.6086823089
NM_007764	Crkl	chr16	+	3863	3568	25.6829889549
NM_007763	Crip1	chr12	+	447	7460	464.062774026
NM_007762	Crhr1	chr11	+	2428	0	0.0
NM_007761	Crcp	chr5	+	1470	906	17.1378481471
NM_007760	Crat	chr2	-	4393	399	2.52555668126
NM_001205241	Myst4	chr14	+	7198	1281	4.94860414843
NM_001205242	A430107P09Rik	chr14	+	2237	1264	15.7118208048
NM_001205243	Fasl	chr1	-	1888	7339	108.088707873
NM_001205249	Gm9994	chr1	+	1185	0	0.0
NM_024210	2310033P09Rik	chr11	+	1241	873	19.5608575168
NM_024211	Slc25a11	chr11	-	1861	3032	45.3031344594
NM_024212	Rpl4	chr9	+	1422	40643	794.751924578
NM_024213	Anapc4	chr5	+	2668	2130	22.1992961852
NM_024214	Tomm20	chr8	-	4986	2904	16.1953286416
NM_024215	Zfp593	chr4	-	1976	487	6.85310598597
NM_024216	Gpn3	chr5	+	1402	637	12.6338828687
NM_024217	Cmtm3	chr8	+	1616	366	6.29774622709
NM_024218	Rpl24	chr16	+	679	12127	496.625517634
NM_024219	Hsbp1	chr8	+	1165	1735	41.411311151
NM_001145552	2310045N01Rik	chr8	+	600	795	36.8435361241
NM_001085387	Myl10	chr5	+	607	11	0.503905874689
NM_001085385	1600014C10Rik	chr7	+	3337	2929	24.4066735589
NM_001085383	Anxa9	chr3	-	1874	72	1.06833716636
NM_001145888	Zfat	chr15	-	4468	158	0.983307496092
NM_001164156	Mcrs1	chr15	-	1796	1826	28.2709152257
NM_001145881	Zfp212	chr6	+	2704	1291	13.2759308743
NM_001145880	Zfp790	chr7	+	4435	706	4.42645959518
NM_001145887	Tiam1	chr16	-	4188	215	1.4275036072
NM_001145886	Tiam1	chr16	-	7255	311	1.19197843877
NM_001145885	Ddx4	chr13	-	2849	0	0.0
NM_001145884	Itgb5	chr16	+	3282	15	0.127086116809
NR_028114	Pex16	chr2	+	1171	565	13.4164303435
NR_028115	Lilra6	chr7	-	2281	0	0.0
NM_001038887	P2rx7	chr5	+	808	2	0.0688278276184
NM_001166430	Hnrnpf	chr6	+	2532	20833	228.788157046
NM_027170	2310057N15Rik	chr16	-	1026	0	0.0
NM_027171	Camsap3	chr8	+	4293	9	0.0582944284232
NM_027172	Slc52a3	chr2	+	2693	718	7.41367456849
NM_027173	2310079G19Rik	chr16	-	879	0	0.0
NM_027174	Col22a1	chr15	-	6128	0	0.0
NM_027175	Ndufaf1	chr2	-	1451	445	8.52782002015
NM_027179	Tecr	chr8	-	1129	2998	73.8385422399
NM_001159750	Tcea1	chr1	+	2668	4262	44.41943678
NM_001159751	Tcea1	chr1	+	2564	4053	43.9545674245
NM_001134427	Cdv3	chr9	-	3825	3899	28.3443970597
NM_001134426	Cdv3	chr9	-	4032	4268	29.43400198
NM_030750	Sgpp1	chr12	-	3324	2572	21.5156948689
NM_028916	Efhc2	chrX	-	2554	0	0.0
NM_028915	Lrrcc1	chr3	+	3359	1140	9.43713732895
NM_028914	4933406J08Rik	chr2	+	2111	0	0.0
NM_028913	Zfp819	chr7	+	2412	0	0.0
NM_029839	Trub1	chr19	+	4298	221	1.42978682203
NM_028910	Olfr701	chr7	+	3063	0	0.0
NR_046286	H2-T10	chr17	-	2897	4327	41.5320939187
NR_046280	Zfp672	chr11	-	447	113	7.02936909717
NR_046281	4930502E09Rik	chr11	+	755	0	0.0
NM_001159507	Grip2	chr6	-	5143	0	0.0
NR_045361	4921531P14Rik	chr18	-	522	0	0.0
NR_045362	Gm6602	chr3	+	1927	4	0.0577196520142
NM_029357	Pcdh1	chr18	-	3902	0	0.0
NM_029354	Mzt2	chr16	-	1010	161	4.43251209863
NM_029834	Ppp1r12c	chr7	-	2982	2929	27.312229935
NM_029352	Dusp9	chrX	+	2700	45	0.463440705964
NM_029353	2410003K15Rik	chr6	+	785	261	9.24519930624
NM_029351	Krtap9-3	chr11	-	759	0	0.0
NR_045364	4930518P08Rik	chr13	-	1185	0	0.0
NR_045365	2900057B20Rik	chr18	-	1016	0	0.0
NR_045367	A630012P03Rik	chrX	+	1972	0	0.0
NM_001131068	Rfesd	chr13	-	2357	346	4.08189607799
NM_001131069	Rfesd	chr13	-	1820	258	3.9417923782
NM_001199334	Gm10229	chr16	+	570	0	0.0
NM_001199336	Gm5894	chr7	-	527	0	0.0
NM_001199337	Apoo	chrX	+	1217	203	4.63821511803
NM_001199330	AI987944	chr7	-	2931	951	9.02215171693
NM_133348	Acot7	chr4	+	1494	4034	75.0811167815
NM_001199333	LOC100048884	chr4	-	887	0	0.0
NM_133345	Ing4	chr6	+	1617	1134	19.5006219133
NM_133347	Dhx30	chr9	-	3904	2410	17.1653499186
NM_133346	Asb6	chr2	-	2113	1445	19.0157639409
NM_001199338	Apoo	chrX	+	1042	203	5.41718598718
NM_001199339	Apoo	chrX	+	1201	203	4.70000649346
NR_024208	Sycp1-ps1	chr7	+	3113	0	0.0
NM_139064	Tnip2	chr5	-	1966	397	5.61503439271
NM_139065	Rbm47	chr5	-	4682	167	0.991814582179
NM_139063	Muted	chr13	-	1769	247	3.88252756494
NM_139061	Vps54	chr11	+	4712	8753	51.6531812305
NM_198005	Dcaf17	chr2	+	1811	415	6.371989828
NM_198004	5133401N09Rik	chr13	+	1511	1068	19.6540572059
NM_198007	Ascc3	chr10	+	7477	2384	8.86592999613
NM_198006	6330578E17Rik	chr1	-	3862	4585	33.0120502876
NM_198001	1110008P14Rik	chr2	-	657	913	38.6412205064
NM_198000	1700001O22Rik	chr2	-	1440	321	6.19851944227
NM_198003	Zfp946	chr17	+	2917	218	2.07809545218
NM_028009	Rpusd1	chr17	+	1703	357	5.82906630755
NM_028001	Jsrp1	chr10	-	1116	0	0.0
NM_028000	Ppapdc1b	chr8	+	1472	153	2.89020766355
NM_028003	Rpap3	chr15	-	2260	572	7.03773673836
NM_028002	Dus4l	chr12	-	1768	74	1.16384430683
NM_028005	2310047M10Rik	chr11	+	1802	696	10.739891166
NM_028004	Ttn	chr2	-	81931	822	0.278977378747
NM_028007	Itfg1	chr8	-	3355	1885	15.6229936943
NM_028006	Tube1	chr10	+	2929	216	2.05059458836
NR_028554	Snord70	chr1	+	53	0	0.0
NM_172500	4831426I19Rik	chr12	-	5081	2886	15.7940154782
NM_172501	Nhlrc3	chr3	-	1560	406	7.23680487005
NM_172502	Dcaf15	chr8	-	2312	3740	44.9810096965
NM_172503	Zswim4	chr8	-	4348	999	6.38883070733
NM_172505	A730008H23Rik	chr1	-	2217	3540	44.4000026823
NM_172506	Boc	chr16	-	4428	53	0.332823271221
NM_172507	Sh3bgrl2	chr9	+	3500	3	0.0238340934496
NM_172508	Dse	chr10	-	4225	449	2.95505150738
NM_172509	Kctd7	chr5	+	4266	278	1.81204664217
NM_133962	Arhgef18	chr8	+	5300	5641	29.5954983661
NM_133964	Dohh	chr10	+	1444	526	10.1289395292
NM_133967	Zdhhc7	chr8	-	2854	1742	16.9722573887
NM_133966	Taf5l	chr8	-	2887	2424	23.3470094477
NR_015589	9330158H04Rik	chr6	-	3103	10	0.0896114803669
NR_015588	4932441J04Rik	chr5	-	726	0	0.0
NR_015581	5430402O13Rik	chr6	+	1007	6	0.165678901834
NR_015580	Sox2ot	chr3	+	2970	9	0.0842619465389
NR_015583	BC024386	chr7	+	1614	11	0.189511069353
NR_015582	C330024D21Rik	chr5	+	2763	52	0.523320666887
NR_015585	4933439C10Rik	chr11	+	1877	181	2.68138842129
NR_015587	9330111N05Rik	chr13	+	1407	1	0.0197629298919
NR_015586	A330035P11Rik	chr14	-	2711	36	0.369248220171
NR_033141	Gm6994	chr14	-	1163	0	0.0
NR_033140	AI427809	chr4	-	2123	0	0.0
NR_033143	Ctps2	chrX	+	5480	2054	10.4223417159
NR_033145	Dand5	chr8	-	1225	134	3.0416843069
NR_033144	4921524J17Rik	chr8	-	1498	656	12.1769200179
NR_033147	D830046C22Rik	chr5	+	2357	1	0.0117973875086
NR_033146	Gm17821	chr12	-	12530	4213	9.34944466509
NR_033148	Gm20605	chr5	+	4513	7157	44.0972098283
NR_033497	D830015G02Rik	chr14	+	828	0	0.0
NR_033496	Lrp8	chr4	+	5966	133	0.619888842372
NR_033495	Gm13629	chr2	+	1347	0	0.0
NR_033493	Gm10818	chr16	-	1392	0	0.0
NR_033492	4931406H21Rik	chr14	+	3858	7	0.050452331909
NR_033491	Gm10466	chr11	-	2466	0	0.0
NR_033490	2610100L16Rik	chr3	+	1363	0	0.0
NM_001099321	Gm15023	chrX	-	3698	4	0.0300772767527
NM_001099323	Zkscan16	chr4	+	2794	0	0.0
NM_001099325	Gm10488	chrX	+	874	0	0.0
NR_033499	Gm8773	chr5	+	1268	0	0.0
NR_033498	AI504432	chr3	+	5544	4261	21.3714377501
NM_001025576	Ccdc141	chr2	-	6329	174	0.764468473734
NM_001025577	Maf	chr8	-	3642	4301	32.8378661672
NM_001025574	Bpifb9b	chr2	+	2046	0	0.0
NM_001025575	Cfhr2	chr1	-	1602	1	0.0173573298114
NM_001025572	Ankrd12	chr17	-	8991	5987	18.5159793567
NM_001025573	2010107G12Rik	chr6	-	2158	3	0.0386558512852
NM_001025570	Prrx1	chr1	-	4098	5	0.0339268452389
NM_001025571	Sh2d2a	chr3	+	4734	30207	177.429067238
NM_028469	3110082I17Rik	chr5	-	1461	35	0.666136538347
NM_001110100	Banp	chr8	+	5446	1425	7.27583186925
NM_001110101	Lsm2	chr17	+	868	544	17.4270790814
NM_001195048	Pak3	chrX	+	8352	0	0.0
NM_001195049	Pak3	chrX	+	8616	0	0.0
NM_001195046	Pak3	chrX	+	8242	0	0.0
NM_001195047	Pak3	chrX	+	8197	0	0.0
NM_001109909	Srrt	chr5	-	3003	5192	48.0756073
NM_001109902	Rnft2	chr5	-	4346	5	0.0319908448664
NM_001109906	Stau1	chr2	-	2994	1846	17.144519904
NM_001109905	Stau1	chr2	-	2976	1844	17.2295294717
NM_008728	Npr3	chr15	-	6926	1	0.00401479098438
NM_008729	Ctnnd2	chr15	+	5946	111	0.519091002644
NM_008726	Nppb	chr4	+	780	0	0.0
NM_008727	Npr1	chr3	-	4065	0	0.0
NM_008725	Nppa	chr4	+	829	0	0.0
NM_008722	Npm1	chr11	-	1422	11431	223.527034172
NM_008723	Npm3	chr19	-	860	1315	42.5179903495
NM_008720	Npc1	chr18	-	5209	2101	11.2154608166
NM_008721	Npdc1	chr2	+	1473	32	0.604077498609
NM_001008498	Wdr34	chr2	-	1800	46	0.710609082478
NM_001008499	Taar4	chr10	+	1044	0	0.0
NM_001008497	P2ry14	chr3	-	1672	62	1.03110013528
NM_144558	Bivm	chr1	+	3571	480	3.73763436902
NM_001177962	Gpm6b	chrX	+	3023	136	1.25096796582
NM_025323	0610009D07Rik	chr12	+	1116	2189	54.5414895352
NM_025321	Sdhc	chr1	-	1179	1786	42.1223969899
NM_001128171	Cyld	chr8	+	8147	8261	28.1955345916
NM_025327	Krtcap2	chr3	+	516	1174	63.2650452095
NM_025326	Tmem176a	chr6	+	1064	11	0.287472618361
NM_025325	Haao	chr17	-	1224	426	9.67773238925
NM_025324	Zfp524	chr7	+	1105	392	9.8643668817
NM_025329	Tctex1d2	chr16	+	631	14	0.616941668795
NM_008094	Gba	chr3	+	1938	2266	32.5125894648
NM_008095	Gbas	chr5	+	2098	1390	18.422762096
NM_008096	Gc	chr5	-	1812	0	0.0
NM_008097	Gcdh	chr8	-	2177	660	8.43006520725
NM_008090	Gata2	chr6	+	3243	0	0.0
NM_008091	Gata3	chr2	-	3215	2046	17.6957950433
NM_008092	Gata4	chr14	-	3393	0	0.0
NM_008093	Gata5	chr2	-	3302	1	0.0084210909624
NM_008098	Mtpn	chr6	-	4042	6674	45.9129629629
NM_008099	Gcet2	chr16	+	3298	119	1.00332523972
NM_172979	Muc15	chr2	+	1589	0	0.0
NM_172971	Inpp4a	chr1	+	2997	865	8.02554976294
NM_172974	Cops7b	chr1	+	2231	588	7.32863653358
NM_172977	Gtf3c4	chr2	-	7020	873	3.45798065219
NM_001167976	Slc25a21	chr12	-	2166	4	0.0513507707439
NR_029474	B430319G15Rik	chr9	-	4069	23	0.157175761669
NR_029475	4930581F22Rik	chr9	+	2402	602	6.96897514547
NR_029473	4930524L23Rik	chrX	+	3456	5	0.0402292279483
NR_029470	Gm10863	chr15	+	680	17	0.695161058946
NR_029471	Rps15a-ps6	chr11	-	824	2860	96.5126518731
NM_001164770	Fbxw2	chr2	-	2813	2279	22.5278642494
NM_001164772	Fbxw2	chr2	-	2532	1287	14.1338433312
NM_001012307	Defa23	chr8	+	418	0	0.0
NM_001170867	Ncald	chr15	-	3472	2641	21.1511561829
NM_001170866	Ncald	chr15	-	3538	2626	20.638699161
NM_001170869	Wibg	chr10	+	1165	1329	31.7208256597
NM_001170868	Ncald	chr15	-	3420	2639	21.4564916323
NM_001012305	Slc39a12	chr2	+	2676	0	0.0
NM_001079929	Ccdc154	chr17	+	2417	2	0.0230090544955
NM_001193303	Lims1	chr10	+	4473	5995	37.2679682395
NM_001122851	Faim	chr9	+	1074	991	25.6575273525
NM_001122850	Pard3	chr8	+	4178	1	0.00665544335994
NM_001102471	Cnnm2	chr19	+	3264	99	0.84339393181
NM_010565	Inhbc	chr10	-	1968	0	0.0
NM_001081399	Prss33	chr17	-	1383	3	0.0603176623814
NM_010567	Inppl1	chr7	-	4992	919	5.11901452862
NM_001011789	Olfr222	chr11	-	957	0	0.0
NM_010561	Ilf3	chr9	+	3457	2559	20.5833630297
NM_010560	Il6st	chr13	+	5452	3236	16.5043373936
NM_010562	Ilk	chr7	+	1752	3621	57.469821791
NM_001011782	Olfr543	chr7	-	1130	0	0.0
NM_001081391	Csmd3	chr15	-	13022	0	0.0
NM_001081392	Mdn1	chr4	+	17959	3788	5.86507064155
NM_001081393	Armc4	chr18	-	3477	0	0.0
NM_001081394	0610007L01Rik	chr5	+	3607	2638	20.3364000388
NM_146769	Olfr1110	chr2	-	939	0	0.0
NM_001081396	Wdr67	chr15	+	3318	575	4.81877768407
NM_145370	Gps1	chr11	+	2000	2062	28.6684420709
NM_146768	Olfr1099	chr2	-	939	0	0.0
NM_001193305	Mical2	chr7	+	3680	743	5.61418116084
NM_001044704	Zscan21	chr5	+	2296	602	7.29071354504
NM_001044705	Zscan21	chr5	+	2211	570	7.16855366077
NM_001044700	Zfp2	chr11	-	3040	0	0.0
NM_001044703	Zscan21	chr5	+	2230	570	7.10747629774
NM_178920	Mal2	chr15	+	2775	0	0.0
NM_178922	Hic2	chr16	+	6339	121	0.530774495236
NM_178923	Scaf4	chr16	-	4181	2205	14.6647226499
NM_178924	Upk1b	chr16	-	1769	0	0.0
NM_178925	Nsun3	chr16	-	1344	271	5.60680496948
NM_178926	Vmac	chr17	-	2174	354	4.52781996075
NM_178928	Afap1l1	chr18	-	3403	0	0.0
NM_178929	Kazald1	chr19	+	1380	12	0.241795150938
NM_001046637	Snrpa	chr7	-	1289	1449	31.2579790353
NM_023585	Ube2v2	chr16	-	5892	959	4.52586188411
NM_001007577	Tceanc	chrX	-	4047	361	2.48038687699
NM_001007574	A830010M20Rik	chr5	+	6756	704	2.89753336589
NM_001007575	Zfp58	chr13	-	2359	395	4.65601726636
NM_001007572	Trpv5	chr6	-	2600	0	0.0
NM_001007573	Maneal	chr4	-	2727	88	0.89731093784
NM_001007570	Slc25a42	chr8	-	3172	223	1.95486653398
NM_001007571	D8Ertd738e	chr8	-	661	1730	72.7763166098
NM_001007578	Armcx6	chrX	-	2034	27	0.369112066697
NM_001007579	BC080695	chr4	+	2103	0	0.0
NM_001166738	Vmn1r104	chr7	+	924	0	0.0
NM_001166739	Vmn1r128	chr7	+	924	0	0.0
NM_001252110	Cadps2	chr6	-	4833	0	0.0
NM_001166737	Vmn1r103	chr7	-	918	0	0.0
NM_001166734	Vmn1r57	chr7	+	933	0	0.0
NM_001166735	Vmn1r224	chr17	+	897	0	0.0
NM_001166732	Vmn1r60	chr7	-	903	0	0.0
NM_001166733	Vmn1r61	chr7	-	903	0	0.0
NR_037679	5330439B14Rik	chr6	+	1392	0	0.0
NM_001166731	Vmn1r77	chr7	+	921	0	0.0
NM_001204333	Cyp4f14	chr17	-	2037	4	0.0546027341342
NM_001204336	Cyp4f14	chr17	-	2205	4	0.0504425258192
NM_001204335	Cyp4f14	chr17	-	2208	4	0.0503739897787
NM_001204334	Cyp4f14	chr17	-	2034	4	0.0546832691403
NM_023059	Sigirr	chr7	-	1990	1696	23.6983548939
NM_023058	Pkmyt1	chr17	+	2039	1342	18.3012484768
NM_023053	Twsg1	chr17	-	4047	5744	39.466321943
NM_023052	Ccl21c	chr4	+	867	0	0.0
NM_023051	Clstn1	chr4	+	3319	1196	10.02003768
NR_028403	Ufd1l	chr16	+	1970	1963	27.7076377403
NR_028404	Rgag4	chrX	-	4330	24	0.154123468034
NM_023056	Tmem176b	chr6	-	1669	14	0.233247569209
